Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Brnd_Name,Gnrc_Name,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr,Opioid_Drug_Flag,Opioid_LA_Drug_Flag,Antbtc_Drug_Flag,Antpsyct_Drug_Flag
State,42,Pennsylvania,"Tetracycline Hcl","Tetracycline Hcl",882,1459,1613.3,333257,1061,"",1215,1357.3,275487.02,"",868,794.07,26536.27,N,N,Y,N
State,42,Pennsylvania,Thalomid,Thalidomide,48,312,312,2088963.85,46,"",190,190,1254184.66,"",31,19.1,105614.74,N,N,N,N
State,42,Pennsylvania,Theo-24,"Theophylline Anhydrous",574,3618,4802.1,521422.87,667,"",2892,3901.4,416829.06,"",533,4000.86,96949.9,N,N,N,N
State,42,Pennsylvania,Theophylline,"Theophylline Anhydrous",1383,9923,13851.9,477393.66,1798,"",7825,11190.2,380472.13,"",1440,6991.1,102642.25,N,N,N,N
State,42,Pennsylvania,"Theophylline Anhydrous","Theophylline Anhydrous",1717,10969,16180.5,1458819.57,2077,"",8453,12877.1,1140310.18,"",1630,9104.23,149412.48,N,N,N,N
State,42,Pennsylvania,Thiola,Tiopronin,12,110,110,1280424.25,13,#,"","","",#,"",11.1,42730.93,N,N,N,N
State,42,Pennsylvania,"Thioridazine Hcl","Thioridazine Hcl",491,5005,5574.1,268131.04,497,"",2398,2762.6,115425.37,"",252,3135.83,22000.7,N,N,N,Y
State,42,Pennsylvania,Thiothixene,Thiothixene,712,6354,7303.1,642154.31,739,"",2752,3398.5,234592.93,"",335,8112.01,44336.16,N,N,N,Y
State,42,Pennsylvania,"Tiagabine Hcl","Tiagabine Hcl",168,1249,1473.9,580530.41,172,"",427,539.8,162552.72,"",65,610.22,13230.27,N,N,N,N
State,42,Pennsylvania,Tiazac,"Diltiazem Hcl",26,96,186,17000.62,21,"",96,186,17000.62,"",21,77.2,5876.28,N,N,N,N
State,42,Pennsylvania,Tigan,"Trimethobenzamide Hcl",12,17,21,5710.79,12,#,"","","",*,"",0,626.86,N,N,N,N
State,42,Pennsylvania,Tigecycline,Tigecycline,18,47,47,86501.07,19,"",15,15,24666.5,#,"",7.4,3775.83,N,N,Y,N
State,42,Pennsylvania,Tikosyn,Dofetilide,296,1738,2541.5,1378869.44,463,"",1655,2415.5,1302408.36,"",435,1257.12,189191.27,N,N,N,N
State,42,Pennsylvania,"Timolol Maleate","Timolol Maleate",4646,117884,193887.5,3953918.45,31024,"",111117,184361.4,3781146.44,"",29379,37255.81,1072584.39,N,N,N,N
State,42,Pennsylvania,"Timoptic Ocudose","Timolol Maleate/Pf",208,1120,1629.3,593145.7,319,"",1074,1566.3,567733.46,"",307,637.05,109720.65,N,N,N,N
State,42,Pennsylvania,Timoptic-Xe,"Timolol Maleate",42,92,147.1,21137.32,40,#,"","","",#,"",71.7,6405.14,N,N,N,N
State,42,Pennsylvania,Tinidazole,Tinidazole,144,268,268,12779.51,199,"",151,151,8609.26,"",124,176,3693.95,N,N,Y,N
State,42,Pennsylvania,Tirosint,"Levothyroxine Sodium",475,2806,4264.6,530167.04,569,"",2120,3344.1,396860.46,"",448,3871.4,135889.38,N,N,N,N
State,42,Pennsylvania,Tivicay,"Dolutegravir Sodium",553,14221,14527.9,23380412.35,1803,"",4015,4190.7,6742959.11,"",489,17506.58,154070.2,N,N,N,N
State,42,Pennsylvania,Tivorbex,"Indomethacin, Submicronized",16,39,55.1,15670.21,13,#,"","","",*,"",97.44,1562.27,N,N,N,N
State,42,Pennsylvania,"Tizanidine Hcl","Tizanidine Hcl",8944,125535,145950.5,3092722.46,32493,"",54039,65149,1278785.44,"",17548,86852.57,466498.36,N,N,N,N
State,42,Pennsylvania,"Tobi Podhaler",Tobramycin,17,63,78.6,617287.65,22,"",12,20.7,115561.65,*,"",23.05,9520.6,N,N,N,N
State,42,Pennsylvania,Tobradex,Tobramycin/Dexamethasone,1676,6192,6298.8,1341965.8,4411,"",5501,5602.3,1190046.4,"",3972,8178.5,201492.97,N,N,N,N
State,42,Pennsylvania,"Tobradex St",Tobramycin/Dexamethasone,198,320,343.1,66493.23,280,"",295,315.4,60141.78,"",257,259.09,13206.85,N,N,N,N
State,42,Pennsylvania,Tobramycin,Tobramycin,3464,11686,11839.8,119584.82,9420,"",9821,9955.4,101275.17,"",7906,3853.16,52416.27,N,N,N,N
State,42,Pennsylvania,Tobramycin,"Tobramycin In 0.225% Sod Chlor",36,91,109.3,297070.81,37,"",32,32,71999.81,"",14,3.6,6623.91,N,N,N,N
State,42,Pennsylvania,"Tobramycin Sulfate","Tobramycin Sulfate",137,498,504.9,66193.48,183,"",226,226.9,32445.33,"",109,456.62,5123.03,N,N,Y,N
State,42,Pennsylvania,Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,3950,25475,26195.4,2188352.2,19112,"",22508,23172,1931278.07,"",17047,12665.63,582128.46,N,N,N,N
State,42,Pennsylvania,Tobrex,Tobramycin,406,695,709.2,151347.59,494,"",552,566,120004.74,"",404,710.48,20591.49,N,N,N,N
State,42,Pennsylvania,Tofranil,"Imipramine Hcl",7,24,34,32251.68,"","",24,34,32251.68,*,"",9.6,273.32,N,N,N,N
State,42,Pennsylvania,Tolak,Fluorouracil,13,23,23.3,5099.16,19,"",23,23.3,5099.16,"",19,8.25,2235.29,N,N,N,N
State,42,Pennsylvania,Tolazamide,Tolazamide,2,19,21,479.14,"","",19,21,479.14,*,"",0,55.1,N,N,N,N
State,42,Pennsylvania,Tolbutamide,Tolbutamide,8,31,69,2856.95,"",#,"","","",*,"",1.2,976.76,N,N,N,N
State,42,Pennsylvania,Tolcapone,Tolcapone,2,25,33,170587.49,"",#,"","","",*,"",0,0,N,N,N,N
State,42,Pennsylvania,"Tolmetin Sodium","Tolmetin Sodium",27,75,105.9,17690.59,26,"",63,91.9,15172.03,#,"",24.3,1763.34,N,N,N,N
State,42,Pennsylvania,"Tolterodine Tartrate","Tolterodine Tartrate",2548,16420,21766.8,2022685.58,3444,"",14310,19252.6,1770442.51,"",3043,12075.23,328687.77,N,N,N,N
State,42,Pennsylvania,"Tolterodine Tartrate Er","Tolterodine Tartrate",6216,68224,97146.8,12794258.95,13863,"",59423,86108.1,11303895.71,"",12286,64144,1636863.35,N,N,N,N
State,42,Pennsylvania,Topamax,Topiramate,324,2633,3401.2,3386209.16,319,"",601,902.2,710865.98,"",90,3632.18,60540.92,N,N,N,N
State,42,Pennsylvania,Topicort,Desoximetasone,56,119,123.7,66843.02,75,#,"","","",#,"",155.6,6134.24,N,N,N,N
State,42,Pennsylvania,Topiramate,Topiramate,9691,171459,220097,2295561.56,28245,"",56200,81898.2,837407.04,"",10634,123125.71,458149.18,N,N,N,N
State,42,Pennsylvania,"Topiramate Er",Topiramate,85,268,330.4,156853.72,82,"",65,101,37851.21,"",27,267.89,10437.58,N,N,N,N
State,42,Pennsylvania,"Toprol Xl","Metoprolol Succinate",5961,48153,136990.5,2748440.2,13880,"",46824,133426,2661491.95,"",13469,7317.61,808362.65,N,N,N,N
State,42,Pennsylvania,Torsemide,Torsemide,6354,77394,112133.8,1270373.78,16294,"",68199,99973.1,1107764.53,"",14396,29947.44,454864.05,N,N,N,N
State,42,Pennsylvania,"Toujeo Solostar","Insulin Glargine,hum.Rec.Anlog",3833,49924,73343.1,27713371.13,10021,"",36168,54498.6,19623835.13,"",7278,97262.52,2425148.82,N,N,N,N
State,42,Pennsylvania,Toviaz,"Fesoterodine Fumarate",2260,19867,26867.4,7503052.42,3845,"",15844,21925,6085111.24,"",3177,32308.64,653343.46,N,N,N,N
State,42,Pennsylvania,Tracleer,Bosentan,77,1424,1424,14686195.13,146,"",935,935,9626368.71,"",96,20846.68,411170.66,N,N,N,N
State,42,Pennsylvania,Tradjenta,Linagliptin,5710,89107,122244.6,43130272.3,15090,"",76152,105504.1,36982793.21,"",12969,170858.56,3050245.49,N,N,N,N
State,42,Pennsylvania,"Tramadol Hcl","Tramadol Hcl",25030,671228,719102.3,4961235.68,201586,"",526727,568656.2,3888101.66,"",163912,224963.32,1731515.1,Y,N,N,N
State,42,Pennsylvania,"Tramadol Hcl Er","Tramadol Hcl",1569,8587,10749,1002208.72,2045,"",6341,8167.8,742051.45,"",1538,4978.97,154461.45,Y,Y,N,N
State,42,Pennsylvania,"Tramadol Hcl-Acetaminophen","Tramadol Hcl/Acetaminophen",2886,18508,20871.3,474255.06,5654,"",16616,18804.2,426098.98,"",5032,6448.87,165184.13,Y,N,N,N
State,42,Pennsylvania,Trandolapril,Trandolapril,519,2529,5355.1,73679.61,520,"",2406,5130.1,70876.87,"",498,773.16,23810.37,N,N,N,N
State,42,Pennsylvania,"Trandolapril-Verapamil Er","Trandolapril/Verapamil Hcl",95,363,776.1,81672.16,89,#,"","","",#,"",122.4,7551.31,N,N,N,N
State,42,Pennsylvania,"Tranexamic Acid","Tranexamic Acid",184,475,483.8,72176.45,216,"",188,194.1,40203.02,"",94,671.5,11860.39,N,N,N,N
State,42,Pennsylvania,Transderm-Scop,Scopolamine,3197,9475,9615.9,1134638.13,4718,"",6590,6667.2,711198.91,"",3832,8388.77,198000.03,N,N,N,N
State,42,Pennsylvania,"Tranxene T-Tab","Clorazepate Dipotassium",11,84,96.3,64880.95,11,"",62,73.1,49832.7,*,"",7.4,8012.71,N,N,N,N
State,42,Pennsylvania,"Tranylcypromine Sulfate","Tranylcypromine Sulfate",186,1258,1654.6,523076.88,180,"",851,1167.1,350689.19,"",124,2642.43,71917.46,N,N,N,N
State,42,Pennsylvania,Travasol,"Parenteral Amino Acid 10% No.6",13,113,113,28827.29,14,"",63,63,13999.1,#,"",7.4,417.5,N,N,N,N
State,42,Pennsylvania,"Travatan Z",Travoprost,3893,91542,124628.7,22784667.95,19992,"",85828,117502.6,21459599.27,"",18855,130598.5,3259254.76,N,N,N,N
State,42,Pennsylvania,Travoprost,"Travoprost (Benzalkonium)",33,51,59.3,4894.3,37,#,"","","",#,"",37.8,609.06,N,N,N,N
State,42,Pennsylvania,"Trazodone Hcl","Trazodone Hcl",15753,549290,705959.5,5239109.46,100804,"",335765,456721.8,3154043.4,"",64833,279270.63,1295838.22,N,N,N,N
State,42,Pennsylvania,"Trelegy Ellipta",Fluticasone/Umeclidin/Vilanter,11,13,18,8882.52,13,*,"","","",*,"",16.5,680.88,N,N,N,N
State,42,Pennsylvania,Trelstar,"Triptorelin Pamoate",14,49,108.4,110287.24,15,#,"","","",#,"",724.94,3419.16,N,N,N,N
State,42,Pennsylvania,Tremfya,Guselkumab,18,38,56.4,441343.55,23,*,"","","",*,"",15.65,350.05,N,N,N,N
State,42,Pennsylvania,"Tresiba Flextouch U-100","Insulin Degludec",1790,12479,20402.8,6144150.24,3617,"",9492,15752.1,4587907.56,"",2764,23165.21,557070.3,N,N,N,N
State,42,Pennsylvania,"Tresiba Flextouch U-200","Insulin Degludec",1826,19655,30857.6,17177576.28,4676,"",13626,22321.6,11851159.69,"",3429,36532.36,1063524.42,N,N,N,N
State,42,Pennsylvania,Tretinoin,Tretinoin,1549,6638,7315.9,1321093.57,3384,"",4081,4629.1,793859.38,"",2342,4780.47,148052.8,N,N,N,N
State,42,Pennsylvania,"Tretinoin Microsphere","Tretinoin Microspheres",106,220,266.4,92788.3,107,"",137,178.5,61130.18,"",74,85.2,6617.48,N,N,N,N
State,42,Pennsylvania,Trexall,"Methotrexate Sodium",49,252,326.5,42879.12,47,"",195,241.5,32559.88,"",34,169.53,6351.01,N,N,N,N
State,42,Pennsylvania,Treximet,"Sumatriptan Succ/Naproxen Sod",83,324,337.8,371256.08,80,"",113,124.5,114152.43,"",34,739.72,9565.2,N,N,N,N
State,42,Pennsylvania,Trezix,Acetaminophen/Caff/Dihydrocod,4,13,13,4844.49,"",*,"","","",*,"",3.3,230.91,Y,N,N,N
State,42,Pennsylvania,Tri-Estarylla,"Norgestimate-Ethinyl Estradiol",138,595,890.4,12205.21,121,"",0,0,0,"",0,698.24,1132.42,N,N,N,N
State,42,Pennsylvania,"Tri-Legest Fe",Norethindrone-E.Estradiol-Iron,16,106,154.6,5780.49,14,"",0,0,0,"",0,62.1,665.04,N,N,N,N
State,42,Pennsylvania,Tri-Linyah,"Norgestimate-Ethinyl Estradiol",181,820,1101.3,13399.63,155,"",0,0,0,"",0,864.4,482.11,N,N,N,N
State,42,Pennsylvania,Tri-Lo-Estarylla,"Norgestimate-Ethinyl Estradiol",9,35,38.6,611.19,"","",0,0,0,#,"",57,0,N,N,N,N
State,42,Pennsylvania,Tri-Lo-Marzia,"Norgestimate-Ethinyl Estradiol",37,105,134.7,2303.27,35,"",0,0,0,"",0,109.2,10.83,N,N,N,N
State,42,Pennsylvania,Tri-Lo-Sprintec,"Norgestimate-Ethinyl Estradiol",51,137,194.6,4030.79,43,"",0,0,0,"",0,112.2,105.99,N,N,N,N
State,42,Pennsylvania,Tri-Previfem,"Norgestimate-Ethinyl Estradiol",97,497,566.5,7726.56,90,"",0,0,0,"",0,312.43,366.76,N,N,N,N
State,42,Pennsylvania,Tri-Sprintec,"Norgestimate-Ethinyl Estradiol",267,1472,1727.1,21068.76,234,"",0,0,0,"",0,1171.58,967.82,N,N,N,N
State,42,Pennsylvania,"Triamcinolone Acetonide","Triamcinolone Acetonide",16728,206607,215348.6,2823324.89,115547,"",171177,178965.7,2334988.55,"",97621,78959.72,981294.39,N,N,N,N
State,42,Pennsylvania,Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,9449,171426,344634.1,2028717.29,37818,"",155635,320464.2,1870013.92,"",34865,49730.82,983233.51,N,N,N,N
State,42,Pennsylvania,Trianex,"Triamcinolone Acetonide",47,58,62.7,49323.9,50,#,"","","",#,"",466.4,1109.77,N,N,N,N
State,42,Pennsylvania,Triazolam,Triazolam,726,3275,4000.6,207839.88,875,"",2578,3203.3,164143.98,"",691,1892.51,42966.84,N,N,N,N
State,42,Pennsylvania,Tribenzor,Olmesartan/Amlodipin/Hcthiazid,182,623,859.7,248956.7,194,"",558,780.7,225087.53,"",175,916.28,31019.81,N,N,N,N
State,42,Pennsylvania,Tricitrates,"Sod/Pot/K Cit/Sod Cit/Cit Acid",3,16,21.4,1236.02,"",#,"","","",*,"",0,392.98,N,N,N,N
State,42,Pennsylvania,Tricor,"Fenofibrate Nanocrystallized",120,377,782,20425.82,124,"",323,697,18066.58,"",110,148.71,7066.28,N,N,N,N
State,42,Pennsylvania,"Trifluoperazine Hcl","Trifluoperazine Hcl",773,7073,8267.2,477042.22,904,"",3643,4558.3,235897.63,"",461,7679.44,56455.19,N,N,N,Y
State,42,Pennsylvania,Trifluridine,Trifluridine,415,806,908.2,104361.33,592,"",719,811.4,93305.23,"",522,618.84,24252.68,N,N,N,N
State,42,Pennsylvania,Triglide,"Fenofibrate Nanocrystallized",11,22,58,15997.83,11,#,"","","",*,"",20.2,1910.13,N,N,N,N
State,42,Pennsylvania,"Trihexyphenidyl Hcl","Trihexyphenidyl Hcl",1189,11991,13929.8,141090.24,1710,"",4722,6035,54889.57,"",784,8048.31,27171.08,N,N,N,N
State,42,Pennsylvania,Trileptal,Oxcarbazepine,119,911,1191.3,1120931.53,112,"",178,249,166901.38,"",23,899.59,34283.71,N,N,N,N
State,42,Pennsylvania,Trilipix,"Fenofibric Acid (Choline)",32,117,191,42520.52,30,"",88,146,32220.6,#,"",107.4,5931.41,N,N,N,N
State,42,Pennsylvania,"Trilyte With Flavor Packets","Sodium Chloride/Nahco3/Kcl/Peg",321,1138,1162,20328.42,1085,"",835,837,14225.84,"",811,580.56,8250.74,N,N,N,N
State,42,Pennsylvania,"Trimethobenzamide Hcl","Trimethobenzamide Hcl",170,484,554.4,46866.38,186,"",295,343.4,29627.82,"",122,226.98,7781.44,N,N,N,N
State,42,Pennsylvania,Trimethoprim,Trimethoprim,1277,12986,19626.5,178004.86,3599,"",11842,18049.8,163082.51,"",3312,3967.31,90483.78,N,N,Y,N
State,42,Pennsylvania,"Trimipramine Maleate","Trimipramine Maleate",9,21,35,8968.46,"",#,"","","",*,"",7.2,548.12,N,N,N,N
State,42,Pennsylvania,"Trinatal Rx 1","Prenatal Vit27,calcium/Iron/Fa",9,33,38.6,299.95,26,#,"","","",#,"",9,120.65,N,N,N,N
State,42,Pennsylvania,Trinessa,"Norgestimate-Ethinyl Estradiol",87,399,522.3,6135.26,81,"",0,0,0,"",0,482.99,290.34,N,N,N,N
State,42,Pennsylvania,"Trinessa Lo","Norgestimate-Ethinyl Estradiol",21,82,109,1812.94,21,"",0,0,0,"",0,108.95,69.2,N,N,N,N
State,42,Pennsylvania,Trintellix,"Vortioxetine Hydrobromide",1471,14887,16855.1,5688603.61,2772,"",6809,8066.3,2660519.7,"",1295,37402.66,382768.14,N,N,N,N
State,42,Pennsylvania,Triumeq,Abacavir/Dolutegravir/Lamivudi,453,12143,12416.2,32399947.22,1426,"",3480,3662.2,9564729.73,"",413,16276.85,230698.82,N,N,N,N
State,42,Pennsylvania,Trivora-28,"Levonorgestrel-Ethin Estradiol",12,68,77,1343.61,"","",0,0,0,#,"",40.5,209.16,N,N,N,N
State,42,Pennsylvania,Trizivir,Abacavir/Lamivudine/Zidovudine,3,14,14,24011.58,"",*,"","","",*,"",73,0,N,N,N,N
State,42,Pennsylvania,"Trokendi Xr",Topiramate,175,1380,1685.7,1302109.73,253,"",442,559.5,371410.18,"",84,2012.45,42339.22,N,N,N,N
State,42,Pennsylvania,Tropicamide,Tropicamide,33,99,128.9,1152.32,77,"",87,113.6,1038.97,#,"",19.84,325.58,N,N,N,N
State,42,Pennsylvania,"Trospium Chloride","Trospium Chloride",1305,10733,14182.5,979771.01,2393,"",9474,12710.6,861596.88,"",2164,5760.04,165965.9,N,N,N,N
State,42,Pennsylvania,"Trospium Chloride Er","Trospium Chloride",956,7063,10191.6,1310202.02,1722,"",6289,9214.1,1181481.87,"",1566,3212.73,142438.66,N,N,N,N
State,42,Pennsylvania,"Trueplus Insulin Syringe","Syring-Needl,disp,insul,0.3 Ml",161,461,648.3,10409.27,165,"",354,484.8,7937.56,"",120,511.45,2331.89,N,N,N,N
State,42,Pennsylvania,"Trueplus Insulin Syringe","Syringe And Needle,insulin,1ml",380,1238,1801.7,27129.32,404,"",828,1226.8,17648.73,"",276,1613.46,5469.13,N,N,N,N
State,42,Pennsylvania,"Trueplus Insulin Syringe","Syringe-Needle,insulin,0.5 Ml",438,1442,1968.3,32111.19,469,"",993,1388.4,21808.9,"",329,2316.49,7291.09,N,N,N,N
State,42,Pennsylvania,"Trueplus Pen Needle","Pen Needle, Diabetic",508,1575,2398.8,40919.31,617,"",1052,1619.9,27049.22,"",411,1757.55,7949.4,N,N,N,N
State,42,Pennsylvania,Trulance,Plecanatide,172,556,672,236355.87,244,"",319,414,144173.3,"",155,591.25,22814.88,N,N,N,N
State,42,Pennsylvania,Trulicity,Dulaglutide,2853,36810,46576.8,31124331.82,7596,"",25975,33691.4,22440427.49,"",5488,66394.29,2103249.75,N,N,N,N
State,42,Pennsylvania,Trumenba,"N.Meningitidis B,lipid Fhbp Rc",22,42,42,5027.44,32,#,"","","",#,"",26.75,1716.76,N,N,N,N
State,42,Pennsylvania,Trusopt,"Dorzolamide Hcl",72,200,293.9,20157.73,76,#,"","","",#,"",73.2,6012.83,N,N,N,N
State,42,Pennsylvania,Truvada,"Emtricitabine/Tenofovir (Tdf)",691,10410,10683.8,16516560.54,1533,"",1998,2141.9,3322771.31,"",304,24294.69,156951.57,N,N,N,N
State,42,Pennsylvania,"Tudorza Pressair","Aclidinium Bromide",973,5085,6586.7,2044812.24,1173,"",4042,5384.7,1670582.76,"",951,8810.3,223266.56,N,N,N,N
State,42,Pennsylvania,Twinrix,"Hepatitis A And B Vaccine/Pf",150,654,656,78263.79,413,"",447,449,53607.02,"",285,991.76,18653.86,N,N,N,N
State,42,Pennsylvania,Tybost,Cobicistat,13,69,69,14150.5,"",*,"","","",*,"",27.2,0,N,N,N,N
State,42,Pennsylvania,Tygacil,Tigecycline,37,218,218,264863.17,45,"",108,108,105183.53,"",28,1263.71,17719.01,N,N,Y,N
State,42,Pennsylvania,Tykerb,"Lapatinib Ditosylate",46,206,206,1176968.44,43,"",112,112,562557.45,"",24,119,49242.4,N,N,N,N
State,42,Pennsylvania,"Tylenol-Codeine No.3","Acetaminophen With Codeine",25,78,88.5,8408.3,25,"",57,67.5,6987.97,#,"",25.74,2378.7,Y,N,N,N
State,42,Pennsylvania,"Tylenol-Codeine No.4","Acetaminophen With Codeine",6,42,42,12200.31,"",#,"","","",*,"",69.3,515.94,Y,N,N,N
State,42,Pennsylvania,Tymlos,Abaloparatide,24,77,90.8,149128.09,33,#,"","","",#,"",985.92,12612.15,N,N,N,N
State,42,Pennsylvania,"Typhim Vi","Typhoid Vi Polysacch Vaccine",74,227,231,25069.95,226,"",210,214,22100.53,"",209,89.6,9868.28,N,N,N,N
State,42,Pennsylvania,Tysabri,Natalizumab,45,1179,1184,7252491.91,140,"",127,128.2,783805.77,"",16,2913.2,101436.04,N,N,N,N
State,42,Pennsylvania,Uceris,Budesonide,234,906,1035.9,1577006.95,279,"",775,898.9,1361111.27,"",240,1855.63,92497.07,N,N,N,N
State,42,Pennsylvania,Uloric,Febuxostat,3159,30030,42641.4,12029574.66,5167,"",26980,38498.7,10808927.97,"",4637,44389.82,1168618.95,N,N,N,N
State,42,Pennsylvania,Ulticare,"Syring-Needl,disp,insul,0.3 Ml",59,153,219.1,3703.69,57,"",114,155.9,2916.45,"",40,305.01,1259.52,N,N,N,N
State,42,Pennsylvania,Ulticare,"Syringe And Needle,insulin,1ml",133,435,618.8,11960.83,130,"",294,416,7906.94,"",86,591.67,2459,N,N,N,N
State,42,Pennsylvania,Ulticare,"Syringe-Needle,insulin,0.5 Ml",156,439,621.1,13486.65,153,"",293,443,9546.42,"",105,567.66,2739.3,N,N,N,N
State,42,Pennsylvania,"Ulticare Insulin Syringe","Syringe And Needle,insulin,1ml",10,29,50.3,805.56,"",#,"","","",*,"",18.95,95.47,N,N,N,N
State,42,Pennsylvania,"Ulticare Insulin Syringe","Syringe-Needle,insulin,0.5 Ml",9,17,21.2,586.49,"",#,"","","",*,"",24.1,33.49,N,N,N,N
State,42,Pennsylvania,"Ulticare Pen Needle","Pen Needle, Diabetic",1886,8060,12381.9,351219.3,2575,"",5703,8917.9,245052.75,"",1791,10800.19,66823.64,N,N,N,N
State,42,Pennsylvania,"Ultra Comfort","Syrge-Ndl,ins 0.3 Ml Half Mark",19,74,79.4,893.43,18,#,"","","",#,"",52.38,196.32,N,N,N,N
State,42,Pennsylvania,"Ultra Comfort","Syring-Needl,disp,insul,0.3 Ml",21,75,104.2,1609.33,21,"",47,71.1,1170.19,#,"",147.16,692.71,N,N,N,N
State,42,Pennsylvania,"Ultra Comfort","Syringe And Needle,insulin,1ml",173,458,805.7,12255.46,168,"",340,578.7,8234.28,"",119,489.1,2582.15,N,N,N,N
State,42,Pennsylvania,"Ultra Comfort","Syringe-Needle,insulin,0.5 Ml",100,338,447.8,7705.53,106,"",295,365,6503.74,"",84,262.15,2141.84,N,N,N,N
State,42,Pennsylvania,"Ultra-Fine Mini Pen Needle","Pen Needle, Diabetic",6821,51456,88167.6,2488552.84,16658,"",39378,69097.2,1888014.36,"",12640,61550.88,632418.52,N,N,N,N
State,42,Pennsylvania,"Ultra-Fine Nano Pen Needle","Pen Needle, Diabetic",7947,81962,145431.9,4657903.56,26440,"",61932,112955.2,3494746.11,"",19887,99387.16,1186009.19,N,N,N,N
State,42,Pennsylvania,"Ultra-Fine Original Pen Needle","Pen Needle, Diabetic",2400,9290,15736.7,465513.46,3121,"",6890,12011.6,341196.69,"",2331,11378.94,108764.68,N,N,N,N
State,42,Pennsylvania,"Ultra-Fine Short Pen Needle","Pen Needle, Diabetic",7318,56176,94158,2752309.09,18295,"",41449,71754.5,2017925.27,"",13495,68215.51,683209,N,N,N,N
State,42,Pennsylvania,"Ultra-Thin Ii","Pen Needle, Diabetic",41,98,158.2,3296.54,41,"",72,113.9,2432.1,"",29,78.9,743.08,N,N,N,N
State,42,Pennsylvania,"Ultra-Thin Ii","Syringe And Needle,insulin,1ml",9,23,30,548.31,"",#,"","","",*,"",32.75,202.03,N,N,N,N
State,42,Pennsylvania,"Ultra-Thin Ii","Syringe-Needle,insulin,0.5 Ml",7,17,20.3,516.07,"","",17,20.3,516.07,*,"",0,149.1,N,N,N,N
State,42,Pennsylvania,Ultracet,"Tramadol Hcl/Acetaminophen",19,69,73,26524.17,19,#,"","","",#,"",91.65,2441.52,Y,N,N,N
State,42,Pennsylvania,Ultram,"Tramadol Hcl",117,485,572.2,191124.1,103,"",413,491.7,165278.12,"",84,678.15,17166.17,Y,N,N,N
State,42,Pennsylvania,Ultravate,"Halobetasol Propionate",14,19,19,17461.42,15,#,"","","",#,"",0,639.42,N,N,N,N
State,42,Pennsylvania,Unasyn,"Ampicillin Sodium/Sulbactam Na",16,57,57,8249.58,16,"",41,41,4963.33,*,"",118.36,1363.44,N,N,Y,N
State,42,Pennsylvania,"Unifine Pentips","Pen Needle, Diabetic",2981,15746,23374.1,456391.86,4834,"",11384,17369.2,329987.4,"",3563,19093.47,102754.49,N,N,N,N
State,42,Pennsylvania,"Unifine Pentips Plus","Pen Needle, Diabetic",1572,6513,10761,191269.87,2180,"",4948,8475.5,145536.75,"",1644,7059.54,57733.82,N,N,N,N
State,42,Pennsylvania,Unithroid,"Levothyroxine Sodium",321,3508,6876.1,103442.3,777,"",2981,6083.8,89452.8,"",673,960.28,44761.86,N,N,N,N
State,42,Pennsylvania,Uptravi,Selexipag,40,474,474,8001864.85,70,"",273,273,4548941.52,"",42,61.72,212732.54,N,N,N,N
State,42,Pennsylvania,Urea,Urea,46,87,87,7965.48,44,"",59,59,5306.19,"",30,248.46,995.99,N,N,N,N
State,42,Pennsylvania,Uribel,"Meth/Meblue/Sod Phos/Psal/Hyos",3,15,15,3407.99,"",*,"","","",*,"",0,83.23,N,N,N,N
State,42,Pennsylvania,Urocit-K,"Potassium Citrate",12,49,77.1,18672.24,11,#,"","","",*,"",0,3868.4,N,N,N,N
State,42,Pennsylvania,Uroxatral,"Alfuzosin Hcl",26,153,237.3,128953.18,28,"",141,209.3,113441.9,#,"",338.55,11079.11,N,N,N,N
State,42,Pennsylvania,Urso,Ursodiol,7,19,21,8858.92,"",#,"","","",*,"",11.55,268.4,N,N,N,N
State,42,Pennsylvania,"Urso Forte",Ursodiol,8,24,54.9,29491.39,"",#,"","","",*,"",19.35,2952.73,N,N,N,N
State,42,Pennsylvania,Ursodiol,Ursodiol,2428,20061,29757.5,7188037.34,3942,"",15844,24093.4,5693433.74,"",3056,17604.97,916578.41,N,N,N,N
State,42,Pennsylvania,"Utibron Neohaler",Indacaterol/Glycopyrrolate,26,89,101,34700.03,38,#,"","","",#,"",162.5,3128.67,N,N,N,N
State,42,Pennsylvania,Vagifem,Estradiol,969,4820,8243.9,1611446.54,1559,"",4483,7775.6,1509884.09,"",1456,2234.61,354688.58,N,N,N,N
State,42,Pennsylvania,Valacyclovir,"Valacyclovir Hcl",16063,99614,121597.1,3014835.87,46696,"",70523,87309.7,2149658.93,"",37246,36407.54,872368.15,N,N,N,N
State,42,Pennsylvania,Valchlor,"Mechlorethamine Hcl",24,171,171,927087.96,46,"",146,146,791497.78,#,"",860.47,61024.04,N,N,N,N
