Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Covered_Recipient_NPI,Total_Opioid_Payments
Indivior Inc.,1013193663.0,169.89
Indivior Inc.,1013437789.0,11.32
Indivior Inc.,1013903285.0,125.0
Indivior Inc.,1013914605.0,12.51
Indivior Inc.,1013915990.0,14.52
Indivior Inc.,1013984293.0,13.61
Indivior Inc.,1013989581.0,118.2
Indivior Inc.,1023016755.0,14.52
Indivior Inc.,1023072329.0,12.18
Indivior Inc.,1023125069.0,11.98
Indivior Inc.,1033183454.0,520.88
Indivior Inc.,1043228059.0,12.12
Indivior Inc.,1043255003.0,98.96
Indivior Inc.,1053311761.0,16.21
Indivior Inc.,1053385955.0,29.630000000000003
Indivior Inc.,1053470526.0,11.36
Indivior Inc.,1053571240.0,125.0
Indivior Inc.,1063457596.0,11.21
Indivior Inc.,1063511996.0,12.71
Indivior Inc.,1063621290.0,11.38
Indivior Inc.,1063678001.0,12.34
Indivior Inc.,1063779742.0,26.83
Indivior Inc.,1063822716.0,11.32
Indivior Inc.,1073581948.0,125.0
Indivior Inc.,1083614192.0,10.92
Indivior Inc.,1083618540.0,125.0
Indivior Inc.,1083685879.0,42.36
Indivior Inc.,1083694442.0,13.69
Indivior Inc.,1083891378.0,12.12
Indivior Inc.,1093034258.0,11.5
Indivior Inc.,1093713166.0,46.3
Indivior Inc.,1093783409.0,14.1
Indivior Inc.,1093911588.0,15.29
Indivior Inc.,1093955320.0,13.17
Indivior Inc.,1104138676.0,17.57
Indivior Inc.,1104275387.0,11.33
Indivior Inc.,1104848613.0,85.26
Indivior Inc.,1104864214.0,125.0
Indivior Inc.,1104866441.0,51.69
Indivior Inc.,1104894104.0,16.18
Indivior Inc.,1114273893.0,13.13
Indivior Inc.,1114974334.0,65.28
Indivior Inc.,1124025317.0,105.46
Indivior Inc.,1124061221.0,29.160000000000004
Indivior Inc.,1124067350.0,62.87
Indivior Inc.,1124080817.0,16.14
Indivior Inc.,1124193743.0,46.290000000000006
Indivior Inc.,1134264708.0,4993.37
Indivior Inc.,1134502685.0,53.68
Indivior Inc.,1144291147.0,125.0
Indivior Inc.,1144386582.0,12.2
Indivior Inc.,1154435758.0,13.13
Indivior Inc.,1154717619.0,62.87
Indivior Inc.,1164422325.0,325.0
Indivior Inc.,1164483038.0,28.84
Indivior Inc.,1164491551.0,125.0
Indivior Inc.,1164587697.0,125.0
Indivior Inc.,1174609580.0,16.96
Indivior Inc.,1174751929.0,21.02
Indivior Inc.,1174863054.0,11.21
Indivior Inc.,1184030884.0,11.33
Indivior Inc.,1184610289.0,11.28
Indivior Inc.,1184625840.0,13.11
Indivior Inc.,1184718462.0,23.67
Indivior Inc.,1184759300.0,110.57
Indivior Inc.,1184817884.0,30.03
Indivior Inc.,1194703413.0,125.0
Indivior Inc.,1194756593.0,17.42
Indivior Inc.,1194760116.0,12.12
Indivior Inc.,1194782078.0,12.44
Indivior Inc.,1194830455.0,325.0
Indivior Inc.,1194983189.0,17.47
Indivior Inc.,1205802832.0,13.2
Indivior Inc.,1215071972.0,12.83
Indivior Inc.,1215934666.0,14.52
Indivior Inc.,1225181811.0,35.43
Indivior Inc.,1225194178.0,24.41
Indivior Inc.,1225268121.0,12.96
Indivior Inc.,1225559412.0,42.35
Indivior Inc.,1235122300.0,22.97
Indivior Inc.,1235127747.0,18.81
Indivior Inc.,1235135997.0,46.19
Indivior Inc.,1235332263.0,12.71
Indivior Inc.,1245231414.0,14.43
Indivior Inc.,1245243955.0,15.76
Indivior Inc.,1245259027.0,14.35
Indivior Inc.,1245265214.0,15.09
Indivior Inc.,1245269547.0,57.23
Indivior Inc.,1245424084.0,18.66
Indivior Inc.,1255307872.0,62.87
Indivior Inc.,1255366845.0,19.61
Indivior Inc.,1255394714.0,19.99
Indivior Inc.,1275500498.0,325.0
Indivior Inc.,1275623506.0,15.47
Indivior Inc.,1275778177.0,28.130000000000003
Indivior Inc.,1285603126.0,11.25
Indivior Inc.,1285963801.0,125.0
Indivior Inc.,1295775534.0,51.69
Indivior Inc.,1295931038.0,21.65
Indivior Inc.,1306057294.0,12.92
Indivior Inc.,1306800040.0,12.18
Indivior Inc.,1306827092.0,16.06
Indivior Inc.,1306832662.0,14.58
Indivior Inc.,1316048093.0,10.69
Indivior Inc.,1316250723.0,17.22
Indivior Inc.,1316920390.0,42.31
Indivior Inc.,1326061110.0,32.87
Indivior Inc.,1326081241.0,2323.39
Indivior Inc.,1326114331.0,11.14
Indivior Inc.,1326121427.0,110.56
Indivior Inc.,1326215690.0,12.68
Indivior Inc.,1336140599.0,31.83
Indivior Inc.,1346214798.0,19.9
Indivior Inc.,1346234838.0,12.71
Indivior Inc.,1346248291.0,33.4
Indivior Inc.,1346283637.0,36.96
Indivior Inc.,1346322161.0,12.44
Indivior Inc.,1346662947.0,35.0
Indivior Inc.,1346690385.0,11.5
Indivior Inc.,1356340632.0,12.43
Indivior Inc.,1356383368.0,18.92
Indivior Inc.,1366409062.0,11.28
Indivior Inc.,1366454456.0,46.14
Indivior Inc.,1366491094.0,15.16
Indivior Inc.,1366544710.0,153.35
Indivior Inc.,1366656712.0,74.88
Indivior Inc.,1376505040.0,16.57
Indivior Inc.,1376564435.0,11.77
Indivior Inc.,1376603472.0,125.0
Indivior Inc.,1386606051.0,16.13
Indivior Inc.,1396064424.0,15.28
Indivior Inc.,1396740767.0,130.53
Indivior Inc.,1396741278.0,247.26999999999998
Indivior Inc.,1396780409.0,40.89
Indivior Inc.,1396795100.0,12.42
Indivior Inc.,1396856605.0,325.0
Indivior Inc.,1407016918.0,10.43
Indivior Inc.,1407116593.0,11.27
Indivior Inc.,1407189269.0,62.87
Indivior Inc.,1407899586.0,29.160000000000004
Indivior Inc.,1407906613.0,12.5
Indivior Inc.,1417910704.0,13.56
Indivior Inc.,1427024728.0,125.0
Indivior Inc.,1427024777.0,42.36
Indivior Inc.,1427046556.0,16.13
Indivior Inc.,1427073873.0,15.11
Indivior Inc.,1427098847.0,29.160000000000004
Indivior Inc.,1427281559.0,19.05
Indivior Inc.,1437178977.0,112.66
Indivior Inc.,1437181021.0,55.98
Indivior Inc.,1437181336.0,38.42
Indivior Inc.,1437351178.0,17.42
Indivior Inc.,1447209614.0,51.69
Indivior Inc.,1447224910.0,13.22
Indivior Inc.,1467446336.0,118.85
Indivior Inc.,1467480350.0,125.0
Indivior Inc.,1477793735.0,16.73
Indivior Inc.,1487060174.0,11.34
Indivior Inc.,1487655676.0,118.2
Indivior Inc.,1487670246.0,17.27
Indivior Inc.,1487800306.0,11.33
Indivior Inc.,1487980793.0,24.43
Indivior Inc.,1497706097.0,19.16
Indivior Inc.,1497723944.0,16.13
Indivior Inc.,1497742878.0,106.25
Indivior Inc.,1497855340.0,47.87
Indivior Inc.,1497890107.0,125.0
Indivior Inc.,1497979272.0,37.9
Indivior Inc.,1508059346.0,10.92
Indivior Inc.,1508868233.0,10.61
Indivior Inc.,1508898792.0,11.33
Indivior Inc.,1508997180.0,11.59
Indivior Inc.,1518057702.0,14.8
Indivior Inc.,1518121136.0,12.44
Indivior Inc.,1518970516.0,12.42
Indivior Inc.,1528019866.0,14.57
Indivior Inc.,1528039476.0,41.9
Indivior Inc.,1528052347.0,11.69
Indivior Inc.,1528087764.0,26.67
Indivior Inc.,1528099355.0,110.57
Indivior Inc.,1538318233.0,30.549999999999997
Indivior Inc.,1538328927.0,4736.05
Indivior Inc.,1548203839.0,113.13
Indivior Inc.,1548232192.0,108.79
Indivior Inc.,1548368327.0,13.69
Indivior Inc.,1548380124.0,21.02
Indivior Inc.,1548444136.0,34.13
Indivior Inc.,1548498272.0,11.0
Indivior Inc.,1548573140.0,13.7
Indivior Inc.,1548585292.0,23.75
Indivior Inc.,1548619075.0,11.34
Indivior Inc.,1558368811.0,14.05
Indivior Inc.,1558424945.0,32.269999999999996
Indivior Inc.,1568414563.0,12.43
Indivior Inc.,1568429280.0,11.05
Indivior Inc.,1568482867.0,12.02
Indivior Inc.,1568515161.0,35.44
Indivior Inc.,1568758423.0,11.5
Indivior Inc.,1568789139.0,95.83
Indivior Inc.,1568827798.0,53.67
Indivior Inc.,1578536298.0,12.22
Indivior Inc.,1578553913.0,57.22
Indivior Inc.,1578557336.0,74.88
Indivior Inc.,1578678884.0,11.33
Indivior Inc.,1578692612.0,14.89
Indivior Inc.,1578875381.0,36.36
Indivior Inc.,1588617922.0,14.15
Indivior Inc.,1588622427.0,27.009999999999998
Indivior Inc.,1588643233.0,108.78
Indivior Inc.,1588649701.0,22.25
Indivior Inc.,1588722185.0,73.68
Indivior Inc.,1588722896.0,14.71
Indivior Inc.,1598056293.0,21.02
Indivior Inc.,1598730921.0,24.520000000000003
Indivior Inc.,1598739922.0,11.87
Indivior Inc.,1598785115.0,11.21
Indivior Inc.,1598811986.0,62.87
Indivior Inc.,1598865503.0,33.79
Indivior Inc.,1609862358.0,12.02
Indivior Inc.,1609892744.0,31.909999999999997
Indivior Inc.,1609913391.0,17.25
Indivior Inc.,1619036639.0,42.36
Indivior Inc.,1619130499.0,32.64
Indivior Inc.,1619374527.0,18.32
Indivior Inc.,1629009881.0,11.55
Indivior Inc.,1629057492.0,108.78
Indivior Inc.,1629082763.0,16.54
Indivior Inc.,1629089982.0,13.11
Indivior Inc.,1629115340.0,17.26
Indivior Inc.,1629460621.0,125.0
Indivior Inc.,1639118938.0,10.75
Indivior Inc.,1649241001.0,12.2
Indivior Inc.,1649490251.0,11.83
Indivior Inc.,1659362408.0,62.87
Indivior Inc.,1659386399.0,16.62
Indivior Inc.,1669453965.0,325.0
Indivior Inc.,1669470365.0,24.0
Indivior Inc.,1669479283.0,136.48
Indivior Inc.,1669884607.0,15.41
Indivior Inc.,1679560650.0,23.4
Indivior Inc.,1679837454.0,20.4
Indivior Inc.,1689601056.0,11.83
Indivior Inc.,1689635682.0,12.42
Indivior Inc.,1689649626.0,17.24
Indivior Inc.,1689968570.0,23.52
Indivior Inc.,1699738435.0,11.33
Indivior Inc.,1699783456.0,105.46
Indivior Inc.,1700025004.0,105.46
Indivior Inc.,1700237161.0,11.5
Indivior Inc.,1700258241.0,53.68
Indivior Inc.,1710001698.0,325.0
Indivior Inc.,1710036926.0,14.61
Indivior Inc.,1710240353.0,100.0
Indivior Inc.,1710290010.0,19.05
Indivior Inc.,1710327986.0,10.74
Indivior Inc.,1720040108.0,27.509999999999998
Indivior Inc.,1720461908.0,11.34
Indivior Inc.,1730121807.0,13.51
Indivior Inc.,1730323841.0,11.62
Indivior Inc.,1730344748.0,15.69
Indivior Inc.,1740235944.0,28.08
Indivior Inc.,1740287127.0,430.53000000000003
Indivior Inc.,1740297399.0,20.34
Indivior Inc.,1740635507.0,15.41
Indivior Inc.,1750320461.0,92.11
Indivior Inc.,1750390340.0,11.7
Indivior Inc.,1750420303.0,14.48
Indivior Inc.,1750801148.0,42.35
Indivior Inc.,1760417364.0,102.52
Indivior Inc.,1760448468.0,23.78
Indivior Inc.,1760577324.0,2262.17
Indivior Inc.,1770529562.0,23.68
Indivior Inc.,1770533267.0,29.449999999999996
Indivior Inc.,1770552762.0,19.58
Indivior Inc.,1770580318.0,12.67
Indivior Inc.,1770937922.0,15.4
Indivior Inc.,1780066837.0,11.5
Indivior Inc.,1780657577.0,13.25
Indivior Inc.,1780750299.0,14.15
Indivior Inc.,1780767319.0,33.01
Indivior Inc.,1780940601.0,12.97
Indivior Inc.,1790019032.0,10.71
Indivior Inc.,1790764207.0,74.88
Indivior Inc.,1801084660.0,11.34
Indivior Inc.,1801236047.0,11.32
Indivior Inc.,1801246897.0,11.5
Indivior Inc.,1811251887.0,10.43
Indivior Inc.,1821062985.0,15.41
Indivior Inc.,1821473331.0,13.69
Indivior Inc.,1831136092.0,20.08
Indivior Inc.,1841379286.0,12.21
Indivior Inc.,1841395928.0,19.82
Indivior Inc.,1841580750.0,11.0
Indivior Inc.,1841649126.0,62.87
Indivior Inc.,1851774145.0,62.87
Indivior Inc.,1861475758.0,11.81
Indivior Inc.,1861509135.0,125.0
Indivior Inc.,1861781734.0,12.61
Indivior Inc.,1871715771.0,112.67
Indivior Inc.,1881696730.0,51.69
Indivior Inc.,1891181467.0,15.28
Indivior Inc.,1891746962.0,36.38
Indivior Inc.,1891764155.0,51.69
Indivior Inc.,1891925384.0,17.25
Indivior Inc.,1902033707.0,15.47
Indivior Inc.,1902233992.0,115.60000000000001
Indivior Inc.,1902802069.0,165.56
Indivior Inc.,1902833718.0,520.0799999999999
Indivior Inc.,1902854367.0,11.04
Indivior Inc.,1902874654.0,11.55
Indivior Inc.,1902980857.0,17.02
Indivior Inc.,1912355900.0,11.33
Indivior Inc.,1922072552.0,62.87
Indivior Inc.,1922187277.0,17.32
Indivior Inc.,1922529593.0,13.69
Indivior Inc.,1942526660.0,11.94
Indivior Inc.,1952352742.0,10.46
Indivior Inc.,1962430314.0,23.42
Indivior Inc.,1962476267.0,12.72
Indivior Inc.,1962502492.0,19029.27
Indivior Inc.,1972579126.0,16.65
Indivior Inc.,1972815082.0,17.05
Indivior Inc.,1972899300.0,17.07
Indivior Inc.,1982040168.0,15.69
Indivior Inc.,1982085239.0,11.5
Indivior Inc.,1982626818.0,21.05
Indivior Inc.,1992777650.0,125.0
Indivior Inc.,1992888341.0,347.45
Indivior Inc.,1992908503.0,14.65
Mallinckrodt LLC,1194088690.0,14.48
Mallinckrodt LLC,1376509141.0,14.48
Mission Pharmacal Company,1053351924.0,14.73
Mission Pharmacal Company,1235136193.0,10.79
Mission Pharmacal Company,1245205608.0,52.54
Mission Pharmacal Company,1285628180.0,18.51
Mission Pharmacal Company,1316234263.0,15.75
Mission Pharmacal Company,1356374193.0,10.59
Mission Pharmacal Company,1417937715.0,39.25
Mission Pharmacal Company,1487644001.0,14.71
Mission Pharmacal Company,1497803514.0,53.44
Mission Pharmacal Company,1538136387.0,15.75
Mission Pharmacal Company,1588079727.0,41.78
Mission Pharmacal Company,1619973674.0,13.57
Mission Pharmacal Company,1689629438.0,81.58
Mission Pharmacal Company,1710085345.0,27.27
Mission Pharmacal Company,1770546533.0,13.74
Mission Pharmacal Company,1801821491.0,38.88
Mission Pharmacal Company,1801987961.0,25.03
Mission Pharmacal Company,1871695809.0,16.98
Mission Pharmacal Company,1871820050.0,14.05
Mission Pharmacal Company,1881691541.0,15.29
Mission Pharmacal Company,1962479576.0,15.75
Mylan Institutional Inc.,1073771515.0,12.99
Mylan Institutional Inc.,1508854274.0,21.94
Mylan Institutional Inc.,1528407392.0,21.94
Mylan Institutional Inc.,1538113360.0,17.74
Mylan Institutional Inc.,1730103177.0,23.55
Mylan Institutional Inc.,1770558413.0,39.21
Mylan Institutional Inc.,1780767319.0,21.4
Mylan Institutional Inc.,1982606182.0,19.61
Mylan Pharmaceuticals Inc.,1033327309.0,28.64
Mylan Pharmaceuticals Inc.,1043284763.0,13.36
Mylan Pharmaceuticals Inc.,1073771515.0,13.77
Mylan Pharmaceuticals Inc.,1114102910.0,20.31
Mylan Pharmaceuticals Inc.,1124029368.0,20.13
Mylan Pharmaceuticals Inc.,1134192610.0,20.79
Mylan Pharmaceuticals Inc.,1164424347.0,28.53
Mylan Pharmaceuticals Inc.,1174740419.0,20.12
Mylan Pharmaceuticals Inc.,1356375711.0,18.87
Mylan Pharmaceuticals Inc.,1366563744.0,20.79
Mylan Pharmaceuticals Inc.,1417915810.0,14.15
Mylan Pharmaceuticals Inc.,1457470429.0,13.14
Mylan Pharmaceuticals Inc.,1467491050.0,18.02
Mylan Pharmaceuticals Inc.,1508128398.0,18.02
Mylan Pharmaceuticals Inc.,1629066329.0,16.1
Mylan Pharmaceuticals Inc.,1659384014.0,14.22
Mylan Pharmaceuticals Inc.,1679789010.0,56.410000000000004
Mylan Pharmaceuticals Inc.,1750320461.0,21.45
Mylan Pharmaceuticals Inc.,1770558413.0,35.7
Mylan Pharmaceuticals Inc.,1780767319.0,53.76
Mylan Pharmaceuticals Inc.,1801810247.0,20.79
Mylan Pharmaceuticals Inc.,1861494023.0,19.35
Mylan Pharmaceuticals Inc.,1881846749.0,20.71
Mylan Pharmaceuticals Inc.,1982606182.0,12.31
Mylan Pharmaceuticals Inc.,1992790927.0,11.27
Mylan Specialty L.P.,1003868498.0,15.21
Mylan Specialty L.P.,1023304185.0,23.25
Mylan Specialty L.P.,1033327309.0,17.82
Mylan Specialty L.P.,1033375068.0,18.51
Mylan Specialty L.P.,1053313239.0,17.82
Mylan Specialty L.P.,1053431056.0,18.51
Mylan Specialty L.P.,1063467249.0,14.53
Mylan Specialty L.P.,1063620953.0,23.25
Mylan Specialty L.P.,1083661060.0,18.53
Mylan Specialty L.P.,1104821834.0,17.79
Mylan Specialty L.P.,1124096607.0,17.79
Mylan Specialty L.P.,1164475422.0,15.21
Mylan Specialty L.P.,1215924048.0,13.92
Mylan Specialty L.P.,1215961826.0,18.53
Mylan Specialty L.P.,1245522259.0,14.53
Mylan Specialty L.P.,1265682512.0,14.53
Mylan Specialty L.P.,1295788693.0,18.53
Mylan Specialty L.P.,1336309707.0,15.21
Mylan Specialty L.P.,1386658201.0,13.92
Mylan Specialty L.P.,1396946398.0,15.87
Mylan Specialty L.P.,1417107814.0,15.21
Mylan Specialty L.P.,1427045871.0,18.53
Mylan Specialty L.P.,1447252630.0,17.82
Mylan Specialty L.P.,1457550584.0,23.25
Mylan Specialty L.P.,1477644615.0,11.97
Mylan Specialty L.P.,1487607859.0,18.53
Mylan Specialty L.P.,1487970620.0,15.21
Mylan Specialty L.P.,1487975496.0,18.53
Mylan Specialty L.P.,1497757694.0,17.82
Mylan Specialty L.P.,1528046299.0,15.87
Mylan Specialty L.P.,1568455038.0,17.36
Mylan Specialty L.P.,1598765422.0,2143.5
Mylan Specialty L.P.,1609037845.0,13.92
Mylan Specialty L.P.,1619911591.0,14.53
Mylan Specialty L.P.,1699724799.0,11.97
Mylan Specialty L.P.,1740214428.0,18.53
Mylan Specialty L.P.,1780655902.0,17.79
Mylan Specialty L.P.,1790709590.0,11.97
Mylan Specialty L.P.,1790946218.0,15.21
Mylan Specialty L.P.,1821094996.0,18.51
Mylan Specialty L.P.,1861443830.0,14.53
Mylan Specialty L.P.,1871602797.0,17.79
Mylan Specialty L.P.,1902929623.0,23.25
Mylan Specialty L.P.,1922252220.0,15.21
Mylan Specialty L.P.,1922273648.0,14.53
Mylan Specialty L.P.,1942293436.0,17.36
"Orexo US, Inc.",1003886706.0,17.27
"Orexo US, Inc.",1013914605.0,18.66
"Orexo US, Inc.",1023197977.0,33.56
"Orexo US, Inc.",1033183454.0,18.77
"Orexo US, Inc.",1033257407.0,14.69
"Orexo US, Inc.",1033260120.0,61.730000000000004
"Orexo US, Inc.",1053385955.0,85.76
"Orexo US, Inc.",1063434520.0,46.78
"Orexo US, Inc.",1063460368.0,24.299999999999997
"Orexo US, Inc.",1063599835.0,14.7
"Orexo US, Inc.",1063678001.0,32.15
"Orexo US, Inc.",1063779742.0,14.22
"Orexo US, Inc.",1073974044.0,18.77
"Orexo US, Inc.",1083618540.0,13.96
"Orexo US, Inc.",1083683213.0,42.54
"Orexo US, Inc.",1093783409.0,13.37
"Orexo US, Inc.",1093853293.0,30.21
"Orexo US, Inc.",1104813096.0,22.08
"Orexo US, Inc.",1124055371.0,19.36
"Orexo US, Inc.",1124061221.0,53.95
"Orexo US, Inc.",1124102777.0,11.59
"Orexo US, Inc.",1154327682.0,17.57
"Orexo US, Inc.",1154549889.0,16.29
"Orexo US, Inc.",1174526180.0,14.99
"Orexo US, Inc.",1184817884.0,73.59
"Orexo US, Inc.",1194830455.0,40.04
"Orexo US, Inc.",1205802832.0,21.16
"Orexo US, Inc.",1225194178.0,16.79
"Orexo US, Inc.",1235135997.0,131.57999999999998
"Orexo US, Inc.",1245243955.0,17.24
"Orexo US, Inc.",1245265214.0,18.56
"Orexo US, Inc.",1245350354.0,100.8
"Orexo US, Inc.",1255311031.0,36.03
"Orexo US, Inc.",1255348918.0,350.0
"Orexo US, Inc.",1275500498.0,11.21
"Orexo US, Inc.",1275586679.0,53.08
"Orexo US, Inc.",1285626358.0,15.5
"Orexo US, Inc.",1285788075.0,50.24
"Orexo US, Inc.",1306827092.0,13.43
"Orexo US, Inc.",1306832662.0,11.02
"Orexo US, Inc.",1306874136.0,18.99
"Orexo US, Inc.",1316118953.0,29.310000000000002
"Orexo US, Inc.",1316983034.0,12.69
"Orexo US, Inc.",1326121427.0,18.06
"Orexo US, Inc.",1326167883.0,13.07
"Orexo US, Inc.",1336310432.0,38.7
"Orexo US, Inc.",1346484813.0,18.27
"Orexo US, Inc.",1366544710.0,12.79
"Orexo US, Inc.",1376508028.0,70.39
"Orexo US, Inc.",1376533679.0,19.76
"Orexo US, Inc.",1376564435.0,48.26
"Orexo US, Inc.",1396741278.0,17.61
"Orexo US, Inc.",1396780409.0,14.28
"Orexo US, Inc.",1407899586.0,53.95
"Orexo US, Inc.",1417199217.0,30.61
"Orexo US, Inc.",1427082734.0,18.11
"Orexo US, Inc.",1427098847.0,53.95
"Orexo US, Inc.",1427105451.0,28.21
"Orexo US, Inc.",1427120583.0,34.739999999999995
"Orexo US, Inc.",1427240597.0,18.34
"Orexo US, Inc.",1437224300.0,20.52
"Orexo US, Inc.",1447358775.0,26.68
"Orexo US, Inc.",1457796211.0,15.5
"Orexo US, Inc.",1477793735.0,34.81
"Orexo US, Inc.",1497135503.0,18.77
"Orexo US, Inc.",1497863518.0,14.39
"Orexo US, Inc.",1497869937.0,14.59
"Orexo US, Inc.",1508059346.0,30.78
"Orexo US, Inc.",1508946971.0,56.769999999999996
"Orexo US, Inc.",1518056472.0,34.910000000000004
"Orexo US, Inc.",1518074467.0,32.16
"Orexo US, Inc.",1528039476.0,29.54
"Orexo US, Inc.",1528069200.0,18.58
"Orexo US, Inc.",1528087764.0,21.36
"Orexo US, Inc.",1528244456.0,16.67
"Orexo US, Inc.",1538318233.0,14.77
"Orexo US, Inc.",1548444136.0,20.11
"Orexo US, Inc.",1568426419.0,14.53
"Orexo US, Inc.",1568681336.0,45.7
"Orexo US, Inc.",1578536298.0,12.95
"Orexo US, Inc.",1588622427.0,24.55
"Orexo US, Inc.",1588722185.0,34.66
"Orexo US, Inc.",1598724551.0,10.61
"Orexo US, Inc.",1598853301.0,18.04
"Orexo US, Inc.",1598961062.0,13.88
"Orexo US, Inc.",1609843721.0,100.8
"Orexo US, Inc.",1619950417.0,15.41
"Orexo US, Inc.",1619957396.0,12.37
"Orexo US, Inc.",1619990876.0,25.130000000000003
"Orexo US, Inc.",1629089982.0,15.55
"Orexo US, Inc.",1639329840.0,18.99
"Orexo US, Inc.",1659334332.0,14.25
"Orexo US, Inc.",1710109608.0,30.020000000000003
"Orexo US, Inc.",1710979224.0,14.83
"Orexo US, Inc.",1710983192.0,20.53
"Orexo US, Inc.",1720040108.0,13.59
"Orexo US, Inc.",1720111537.0,35.05
"Orexo US, Inc.",1740235944.0,33.06
"Orexo US, Inc.",1740384080.0,2120.51
"Orexo US, Inc.",1770533267.0,12.72
"Orexo US, Inc.",1801885579.0,13.15
"Orexo US, Inc.",1801958798.0,11.36
"Orexo US, Inc.",1821178005.0,17.49
"Orexo US, Inc.",1831550888.0,18.77
"Orexo US, Inc.",1841255296.0,30.57
"Orexo US, Inc.",1841379286.0,46.51
"Orexo US, Inc.",1861475758.0,28.830000000000002
"Orexo US, Inc.",1881633576.0,52.32
"Orexo US, Inc.",1881669828.0,12.22
"Orexo US, Inc.",1902233992.0,17.01
"Orexo US, Inc.",1902802069.0,17.61
"Orexo US, Inc.",1902833718.0,34.66
"Orexo US, Inc.",1922196724.0,18.04
"Orexo US, Inc.",1932378304.0,14.56
"Orexo US, Inc.",1962430314.0,15.4
"Orexo US, Inc.",1972538932.0,16.67
"Orexo US, Inc.",1972815082.0,41.67
"Orexo US, Inc.",1982718417.0,10.37
PFIZER INC.,1023218815.0,8.379999999999999
PFIZER INC.,1023245883.0,214.68
PFIZER INC.,1033111778.0,172.97
PFIZER INC.,1033291844.0,27.25
PFIZER INC.,1033327309.0,11.32
PFIZER INC.,1053345934.0,48.07
PFIZER INC.,1053363234.0,12.29
PFIZER INC.,1053434399.0,18.63
PFIZER INC.,1073771515.0,172.91
PFIZER INC.,1083677819.0,32.79
PFIZER INC.,1083689301.0,80.19
PFIZER INC.,1083733349.0,13.58
PFIZER INC.,1083881635.0,10.59
PFIZER INC.,1104856657.0,23.55
PFIZER INC.,1114102910.0,128.79
PFIZER INC.,1114185402.0,65.93
PFIZER INC.,1114189792.0,15.13
PFIZER INC.,1124021399.0,13.11
PFIZER INC.,1124029368.0,25.03
PFIZER INC.,1124227103.0,129.82
PFIZER INC.,1124373246.0,14.69
PFIZER INC.,1134102957.0,17.17
PFIZER INC.,1134192610.0,60.81
PFIZER INC.,1134276736.0,96.83
PFIZER INC.,1144213646.0,25.78
PFIZER INC.,1154351294.0,18.189999999999998
PFIZER INC.,1164443354.0,22.64
PFIZER INC.,1164485397.0,37.04
PFIZER INC.,1164587697.0,52.989999999999995
PFIZER INC.,1164594719.0,18.490000000000002
PFIZER INC.,1164644548.0,69.23
PFIZER INC.,1174521165.0,11.47
PFIZER INC.,1174564504.0,119.62
PFIZER INC.,1174819148.0,11.28
PFIZER INC.,1184642407.0,15.83
PFIZER INC.,1184689655.0,10.5
PFIZER INC.,1194731547.0,46.08
PFIZER INC.,1194791574.0,12.7
PFIZER INC.,1205834397.0,60.65
PFIZER INC.,1205837051.0,27.0
PFIZER INC.,1205862075.0,12.51
PFIZER INC.,1205868668.0,117.97
PFIZER INC.,1215963038.0,12.69
PFIZER INC.,1225131824.0,11.850000000000001
PFIZER INC.,1225144520.0,38.63
PFIZER INC.,1225272735.0,8.39
PFIZER INC.,1235296039.0,27.04
PFIZER INC.,1245225473.0,21.68
PFIZER INC.,1245271568.0,177.52
PFIZER INC.,1245285741.0,27.25
PFIZER INC.,1255569596.0,28.04
PFIZER INC.,1255691820.0,24.66
PFIZER INC.,1265425706.0,13.459999999999999
PFIZER INC.,1275519530.0,34.379999999999995
PFIZER INC.,1275585481.0,161.79000000000002
PFIZER INC.,1285847699.0,106.13
PFIZER INC.,1295068476.0,10.69
PFIZER INC.,1295736742.0,10.57
PFIZER INC.,1306927967.0,29.29
PFIZER INC.,1316146384.0,85.23
PFIZER INC.,1336149186.0,14.21
PFIZER INC.,1336159508.0,51.47
PFIZER INC.,1346283637.0,16.72
PFIZER INC.,1356303952.0,35.55
PFIZER INC.,1356417166.0,101.17
PFIZER INC.,1366494296.0,8006.94
PFIZER INC.,1366499758.0,30.090000000000003
PFIZER INC.,1366555104.0,90.39999999999999
PFIZER INC.,1376524520.0,13.459999999999999
PFIZER INC.,1376569418.0,38.71
PFIZER INC.,1376703132.0,11.4
PFIZER INC.,1386671436.0,16.86
PFIZER INC.,1396780409.0,17.27
PFIZER INC.,1417224684.0,105.52
PFIZER INC.,1417225277.0,18.58
PFIZER INC.,1417915810.0,50.629999999999995
PFIZER INC.,1417994682.0,56.699999999999996
PFIZER INC.,1427011006.0,238.1
PFIZER INC.,1427021351.0,11.64
PFIZER INC.,1427056555.0,11.01
PFIZER INC.,1427284439.0,19.94
PFIZER INC.,1437124468.0,67.85
PFIZER INC.,1437288776.0,23.66
PFIZER INC.,1447259023.0,20.54
PFIZER INC.,1447419981.0,79.19999999999999
PFIZER INC.,1457470429.0,38.72
PFIZER INC.,1467415315.0,37.04
PFIZER INC.,1497738934.0,25.35
PFIZER INC.,1497754519.0,154.82
PFIZER INC.,1497789135.0,13.85
PFIZER INC.,1508062134.0,13.18
PFIZER INC.,1508184953.0,13.53
PFIZER INC.,1508854274.0,314.41
PFIZER INC.,1508860990.0,48.07
PFIZER INC.,1518056472.0,128.47
PFIZER INC.,1528051224.0,12.81
